"Reg","Type","CN","Manufacturer","Owner","DateRegistered","Status"
"5Y-NKI","BEECHRAFT SUPER                            KINGAIR 200","BB-525","BEECH AIRCRAFT COMPANY","CAPITAL AIRLINES LTD. P.O. BOX 49232-00100 NAIROBI","2007-01-31","VALID"
"5Y-NKV","CESSNA CARAVAN","C208B-0387","CESSNA AIRCRAFT COMPANY","OWNER: FEDERAL AIR (PTY) LTD, VIRGINIA AIRPORT, P. O. BOX 20400, DURBAN NORTH 4016, SOUTH AFRICA., LESSEE: AIRWORKS (K) LTD, P. O. BOX 27508-00506, NAIROBI, ","2005-11-31","VALID"
"5Y-NLM","CESSNA CARAVAN C","208B-0375","CESSNA AIRCRAFT COMPANY","OWNER: CARAVAN AIR (PTY) LTD, P. O. 20400, DURBAN NORTH, 4016, SOUTH AFRICA, LESSEE: AIRWORKS (K) LTD, P. O. BOX 27508, NAIROBI, ","2004-03-31","VALID"
"5Y-NNN","FOKKER F28-4000","11231","FOKKER HOLLAND","OWNER: AIRCRAFT CORP.C/O GECAS LTD, AVIATION HOUSE SHANNON CO. CLARE IRELANDLESSEE: EAST AFRICAN SAFARI AIR SERVICES P. O. BOX 26321 00200NAIROBI","2003-06-31","EXPIRED"
"5Y-NOM","CESSNA 208B","208B-0261","CESSNA AIRCRAFT COMPANY","OWNER: KINGAIR SERVICES PARTNERSHIPP. O. BOX 29044 MELVILE R.S.A OPERATOR: TRACKMARK LTD P. O. BOX 44007NAIROBI","1994-10-31","EXPIRED"
"5Y-NON","CESSNA 208","208-00036","CESSNA AIRCRAFT COMPANY","OWNER:SANDHOE INVESTMENT KENYA LIMITED P.O. BOX 3732-00506 NAIROBI, LESEE:SAFARI LINK AVIATION LTDP.O BOX 41937-00100NAIROBI, FINANCIER: BARCLAYS BANK HEAD OFFICE BOX 30120-00100 NAIROBI","2008-09-31","VALID"
"5Y-NOT","CESSNA 206TU","TU-206-1387","CESSNA AIRCRAFT COMPANY","OWNER:MR. & MRS. REX MALCON HIGGINS P. O. BOX 358NAIVASHA.","1992-09-31","VALID"
"5Y-NPD","CESSNA 208B","C208B-0360","CESSNA AIRCRAFT COMPANY","OWNER:AIRWORKS KENYA LTDP.O BOX 27308NAIROBI","","EXPIRED"
"5Y-NYS","CESSNA 402B","402B-1342","CESSNA AIRCRAFT COMPANY","OWNER:AFRICA HAUL LTDP. O. BOX 1220-0060, NAIROBI.","2007-08-31","EXPIRED"
"5Y-OAT","CESSNA 208B","208B3066","CESSNA AIRCRAFT COMPANY","OWNER: HELICOPTER SERVICE PATERNERSHIP,P. O. BOX 29044 MELVILLE2109 SOUTH AFRICA.LESSEE: AD AVIATION (AIR CHARTER),P. O. BOX 47906,NAIROBI.","1997-03-31","EXPIRED"
"5Y-OBY","CESSNA 208 B","208b-0345","CESSNA AIRCRAFT COMPANY","OWNER: SOLENTA AVIATION (PTY) LTD, P. O. BOX 468 KANSERIA 1748, SOUTH AFRICA, LESSEE: ASTRAL , BOX 594-00606, NAIROBI, KENYA, ","2004-01-31","VALID"
"5Y-OER","CESSNA 208B","208B-0296","CESSNA AIRCRAFT COMPANY","OWNER: FEDERAL AIR (PTY) LTD P.O. BOX 20400 DURBAN NORTH 4016 SOUTH AFRICA, LESSEE: AIRWWORKS (K) LIMITED, P.O. BOX 27508-00506, NAIROBI. FINANCIER:WESBANK AVIATION FINANCE P.O. BOX 5234 JOHANNESBURG 2000 SOUTH AFRICA, ","2008-08-31","VALID"
"5Y-OGR","HOT AIR BALLON","S66A-122","RAVEN INDUSTRIES SOUIX FALLS,SD.USA","ADVENTURE ALOFT (K) LTD.,P.O. BOX 59749,NAIROBI.","1983-12-31","EXPIRED"
"5Y-ONT","LET 410 UVP-E20","871812","LET A.S.KUNOVICE","OWNER: NAC NORDIC AVIATION CONTRACTOR A/S SKIVE AIRPORT 7840 HOJSLEV, DENMARK.FINANCIER: SALLING BANK A/S FREDERIKSGADE 6, 7800 SKIVE, DENMARKLESSEE: EAGLE AVIATION LTD ELECTRIC LINK HOUSE, MOMBASA ROAD.P. O. BOX 19236, 00501NAIROBI","","EXPIRED"
"5Y-OPL","DHC-5 BUFFALO","84A","DE-HAVILLAND AIRCRAFT OF CANADA","TRINDENT ENTERPRISES LTD P O BOX 13501 00800NAIROBI","2006-02-31","EXPIRED"
"5Y-OPM","CESSNA 208B","208B0330","CESSNA AIRCRAFT COMPANY","Z. BOSKOVIC AIR CHARTERS LTD, P. O. BOX 45646, NAIROBI, ","1995-10-31","VALID"
"5Y-OWL","CAMEROON A250","1258","CAMERON BALLOONS LTD","BALLOON SAFARIS LTD.P. O. BOX 47557NAIROBI.","1989-03-31","EXPIRED"
"5Y-OYO","HUGHES 369D","1370250D","MD HELICOPTERS INC","ALAN GEORGE WIDSOR ROOT P. O. BOX 43747NAIROBI.","2002-02-31","EXPIRED"
"5Y-PAC","CESSNA 404","404-0096","CESSNA AIRCRAFT COMPANY","COAST AVIATION LIMITED & NATIONAL BANK OF KENYA LTD P. O. BOX 64273 & 72866NAIROBI.","","EXPIRED"
"5Y-PAL","CESSNA 402B","402B-0540","CESSNA AIRCRAFT COMPANY","OWNER:AFRICAN EXPRESS AIRWAYS, PAN AFRICAN BANK P. O. BOX 43356 NAIROBI.","","EXPIRED"
"5Y-PAV","CESSNA 310R","310R-0913","CESSNA AIRCRAFT COMPANY","OWNER:KENYA POLICE AIRWING P. O. BOX 30083 NAIROBI.","","EXPIRED"
"5Y-PAW","CESSNA 310R","310R-0913","CESSNA AIRCRAFT COMPANY","KENYA POLICE AIRWING P. O. BOX 30083NAIROBI.","","EXPIRED"
"5Y-PAX","CESSNA 404","404-0104","CESSNA AIRCRAFT COMPANY","OWNER:KENYA POLICE AIRWING P.O BOX 18790NAIROBI","1977-08-31","EXPIRED"
"5Y-PAY","CESSNA U206-G","U206-03867","CESSNA AIRCRAFT COMPANY","OWNER:KENYA POLICE AIRWINGP. O. BOX 30083NAIROBI","1977-07-31","EXPIRED"
"5Y-PAZ","CESSNA 310R","310R-0939","CESSNA AIRCRAFT COMPANY","OWNER:KENYA POLICE AIRWINGP. O. BOX 30083 NAIROBI","1977-08-31","EXPIRED"
"5Y-PCE","PIPER PA 28-18","2B-7205139","PIPER AIRCRAFT COMPANY","OWNER:DOMINION FARM LTDP. O. BOX 4659KISUMU ","2004-07-31","EXPIRED"
"5Y-PEA","BEECH BARON E58","TH-1087","BEECH AIRCRAFT COMPANY","SUPERIOR AVIATION SERVICES LTD.P. O. BOX 42339NAIROBI.","1995-01-31","EXPIRED"
"5Y-PEB","CESSNA P206D P206","0520","CESSNA AIRCRAFT COMPANY","OWNER:PASSERA EZIO CASA ROSADACASUARINA RD MALIND","2006-12-31","EXPIRED"
"5Y-PEC","CESSNA 210M","62387","CESSNA AIRCRAFT COMPANY","OWNER:TAYLOR ADFORCE (E.A) LTD. P. O. BOX 24310 NAIROBI.","1994-07-31","VALID"
"5Y-PEF","CESSNA 182","33","CESSNA AIRCRAFT COMPANY","PETER EARNEST FRANK, P. O. BOX 30624,, NAIROBI., ","1988-11-31","VALID"
"5Y-PHB","CESSNA U206F","U206-02661","CESSNA AIRCRAFT COMPANY","PIERS GARRETT BASTARDP.O. BOX 14249 NAIROBI","1995-11-31","VALID"
"5Y-PHF","PIPER PA.32R-300","32R-7780293","PIPER AIRCRAFT COMPANY","BRAEBURN LTD, P. O. BOX 45112, , NAIROBI., ","2006-06-31","VALID"
"5Y-PJP","DHC 6-300 TWIN 300 SERIES","424","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER:WESBANK AVIATION FINANCE BOX 5234 JOHANNESBURG REPUBLIC OF SA, LESSOR: ZS-OVJ PARTNERSHIP BLOCK A. BRUTH OFFICE PARK 18 BRUTON ROAD BRYANTON REPUBLIC OF SA, LESSEE: AERONAV LTD BOX 74714 -00200 NAIROBI , ","2006-03-31","VALID"
"5Y-PKS","CESSNA 206","U206-08056H","CESSNA AIRCRAFT COMPANY","OWNER: 1, JOACHIM THEODOR ROBERT PFEFFERP.O. BOX 49817NAIROBI.2, REINHARDMATHIAS KOEHLERBOX 47882 NAIROBI 3, JONATHAN SOMENBOX 43588 NAIROBI ","2007-03-31","VALID"
"5Y-PLC","CESSNA T303","T303-00247","CESSNA AIRCRAFT COMPANY","KENYA POWER & LIGHTINGP. O. BOX 30177NAIROBI.","1983-11-31","EXPIRED"
"5Y-PLU","CESSNA 402C","402C0267","CESSNA AIRCRAFT COMPANY","KENYA COMMERCIAL FINANCE CO. LTD & EAST AIR SAFARIS LTDP. O. BOX 93974MOMBASA.,","1992-11-31","EXPIRED"
"5Y-PNM","CESSNA 404","404-0420","CESSNA AIRCRAFT COMPANY","MALINDI AIR SERVICES & NATIONAL INDUSTRIAL CREDIT P. O. BOX 93961MOMBASA& 44599 NAIROBI.","","EXPIRED"
"5Y-POA","CESSNA 182T","182-80976","CESSNA AIRCRAFT COMPANY","PHILLIPE GABRIEL JOHANNES HUNNERMANN, P.O.BOX 40050NAIROBI, ","2005-07-31","VALID"
"5Y-POP","LBL 180A","1146","","LADY LORI (K) LTD, P. O. BOX 1687, NAIROBI, ","2007-07-31","VALID"
"5Y-PRH","PIPER PA.34-200","34-7350104","PIPER AIRCRAFT COMPANY","MRS. PUSHPA RUSTAM HIRA & MACH AVIATION LTD. P. O. BOX 47848 NAIROBI.","","EXPIRED"
"5Y-PRV","DHC-8-102","185","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: EAST AFRICAN DEVELOPMENT BANK 4, NILE AVENUEP.O. BOX 7128 KAMPALA UGANDA LESSEE: ALS LTD P.O BOX 41937-00100NAIROBI","2007-10-31","VALID"
"5Y-PSI","PIPER PA 28","28R-7803040","PIPER AIRCRAFT COMPANY","WILKEN LTDP. O. BOX 49428 NAIROBI.","1994-08-31","EXPIRED"
"5Y-PSJ","CESSNA 1529","15283169","CESSNA AIRCRAFT COMPANY","OWNER:NINETY NINES FLYING SCHOOL P.O BOX 19154-00501 NAIROBI","1900-01-31","vALID"
"5Y-PSV","CESSNA 150L","208","CESSNA AIRCRAFT COMPANY","KENYA SCHOOL OF FLYING& KENYA COMMERCIAL FINANCE LTD. P. O. BOX 74714 NAIROBI.","1995-05-31","VALID"
"5Y-PTA","DHC 8-300","397","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: TRIDENT ENTERPRISES LTD, BOX 13501 NAIROBI, FINANCIER: EASTERN AND SOUTHERN AFRICA TRADE AND DEVELOPMENT BANK , BOX 48596 NAIROBI , ","2006-01-31","VALID"
"5Y-RAG","PIPER PA25","25-4870","PIPER AIRCRAFT COMPANY","OWNER:SHIMO LTD P. O. BOX 1115 NAKURU","1995-01-31","EXPIRED"
"5Y-RAN","CESSNA 208","20800037","CESSNA AIRCRAFT COMPANY","OWNER:AIRCRAFT LEASING SERVICES LTDP. O. BOX 41937 NAIROBI","1998-04-31","EXPIRED"
"5Y-RBC","MAGNI GYRO M16T","22063424","MAGNI GYRO SRL","ROBERT MARTIN GERALD COLLINGEP. O. BOX 43486, 00100NAIROBI","2006-06-31","EXPIRED"
"5Y-RCC","PIPER PA.28-236","28-8011064","PIPER AIRCRAFT COMPANY","KISIMA FARM LTD. P. O. BOX 20139 NAIROBI","1982-04-31","VALID"
"5Y-RDS","DOUGLAS DC 3C-65TP","27085","BOEING AIRPLANE COMPANY","OWNER: FRELLUM CORPORATION 20 PEACH HILL ROAD DARIEN, CT 06820 USALESSEE: SEMBAR AVIATION AG KIRCHSTRASSE 39 FE-9490 VADUZ SUB-LESSEE: ROSSAIR KENYA LTDP. O. BOX 59174, NAIROBI","2000-05-31","EXPIRED"
"5Y-RES","CESSNA 172N","172-73275","CESSNA AIRCRAFT COMPANY","KENYA SCHOOL OF FLYINGP. O. BOX 74714-00200 NAIROBI","1900-01-31","EXPIRED"
"5Y-RFT","BEECH BARON 58","TH-589","BEECH AIRCRAFT COMPANY","KENYA SCHOOL OF FLYINGP. O. BOX 74714 NAIROBI","1998-08-31","VALID"
"5Y-RJA","BEECH 200","BB619","BEECH AIRCRAFT COMPANY","PHOENIX AVIATION , P.O.BOX 49493, 00100, NAIROBI, ","2008-05-31","VALID"
"5Y-RJD","PIPER PA31-325","31-8012023","PIPER AIRCRAFT COMPANY","OWNER:KILIMANJARO SAFARI CLUB LTD P. O. BOX 30490 NAIROBI.","2087-01-31","EXPIRED"
"5Y-RKW","BELL 206L","52183","BELL HELICOPTER COMPANY","OWNER:THE POWER& LIGHTING CONMPANY P. O. BOX 30099NAIROBI.","1997-04-31","EXPIRED"
"5Y-RNO","JABIRU UL-T","525","SHADOW LITE CC.","OWNER:ULYATE OTTO ZOROASTER P O BOX 24887 NAIROBI, KENYA","2002-09-31","EXPIRED"
"5Y-ROH","PIPER PA.31-350","31-8152038","PIPER AIRCRAFT COMPANY","OWNER:TRANSWORLD SAFARIS (K) LTD.P. O. BOX 44690NAIROBI.","1989-12-31","EXPIRED"
"5Y-RSM","CESSNA TU 206B","U206-1040","CESSNA AIRCRAFT COMPANY","LAPWING LTD. P. O. BOX 57792NAIROBI.","1991-06-31","EXPIRED"
"5Y-RVS","CESSNA 414","414-0655","CESSNA AIRCRAFT COMPANY","TRANSIT AND TRADE CO. LTD.P. O. BOX 7412, PANAMA CITY. & SKYTRAILS LTD.P. O. BOX 81443 MOMBASA.","2003-09-31","EXPIRED"
"5Y-SAB","CESSNA 404","404-0675","CESSNA AIRCRAFT COMPANY","Z. BOSKOVIC AIR CHARTERS P. O. BOX 45646NAIROBI.","1987-12-31","VALID"
"5Y-SAM","PIPER PA.34-200T","34-7670327","PIPER AIRCRAFT COMPANY","AFRICAN EXPRESS AIRWAYS (K) LTD, NATIONAL ASSURANCE CO.P. O. BOX 43356NAIROBI.","1987-05-31","EXPIRED"
"5Y-SAS","PIPER PA.31-2425","31P-730015C","PIPER AIRCRAFT COMPANY","KUTBUDIN SADIQALI DUNGARWALLA MURTAZA SADIKALI NAZARAL DUNGARWALLAP. O. BOX 82242MOMBASA","1991-10-31","EXPIRED"
"5Y-SBW","PIPER","PA.32R-300","PIPER AIRCRAFT COMPANY","OWNER:MICHAEL HUGH CECIL P. O. BOX 49428NAIROBI.","","EXPIRED"
"5Y-SCL","PIPER PA.31-325","31-7612074","PIPER AIRCRAFT COMPANY","OWNER:G.FORNOP. O. BOX 20442NAIROBI.","1980-12-31","EXPIRED"
"5Y-SCW","PIPER PA.32R-3D1T","32R8429010","PIPER AIRCRAFT COMPANY","SIGHT BY WINGSP. O. BOX 51316 NAIROBI.","1984-05-31","EXPIRED"
"5Y-SEA","CESSNA A188B","18803890T","CESSNA AIRCRAFT COMPANY","OWNER:AIRSPRAY (E.A) LTDP. O. BOX 356 NAIVASHA","1994-04-31","VALID"
"5Y-SFA","MI-8MTB","MI-17","KAZAN HELICOPTERS","OWNER:KENYA POLICE AIRWINGP O BOX 30083 NAIROBI","2000-05-31","EXPIRED"
"5Y-SFE","HS 748 R3/748MF/174613","R3/748MF/174613","HAWKER SIDDLEY ","OWNER:748 AIR SERVICES LTD 748 PLAZA, LANG’ATA ROADP. O. BOX 53012 NAIROBI","2002-11-31","EXPIRED"
"5Y-SFL","M16T-AUTOGYRO","16-01-1384","MAGNI GYRO ","OWNER:BRUCE ROSS FIELDP O BOX 78201 NAIROBI","2001-05-31","EXPIRED"
"5Y-SGL","BEECH 1900C","UC-114","BEECH AIRCRAFT COMPANY","OWNER:ALS LIMITED, P. O. BOX 41937, NAIROBI, FINANCIER: BARCLAYS BANK OF KENYA, P. O. BOX 46661, NAIROBI, ","","VALID"
"5Y-SIL","CAMEROON A140","46","CAMERON BALLOONS LTD","OWNER:AIR LIBRE SARL C/O SERENA HOTELP. O. BOX 48690NAIROBI.","","EXPIRED"
"5Y-SIL","CESSNA U206F","U20602338","CESSNA AIRCRAFT COMPANY","OWNER:SUMMER INSTITUTE OF LINGUISTICS P.O.BOX 44456-00100 NAIROBI. LESSEE: AFRICAN INLAND MISSION INTERNATIONAL P.O. BOX 21171-00505 NAIROBI ","","VALID"
"5Y-SIN","CESSNA A 188B","18803920T","CESSNA AIRCRAFT COMPANY","OWNER:AIRSPRAY (E.A) LTD. P.O BOX 356NAIVASHA","","VALID"
"5Y-SIR","CESSNA CITATION 550 BRAV0","550-0995","CESSNA AIRCRAFT COMPANY","CESSNA FINANCE CORPORATIONP.O BOX 308100 NORTH BROADWAYS, SUITE 600WICHITA, KANSAS 67202-0308U.S.A.LESSEE: PHOENIX AVIATION LTD WILSON AIRPORT P.O. BOX 49493-00100 NAIROBI,KENYA ","2008-10-31","VALID"
"5Y-SJB","BEECH KINGAIR 200","BB0467","BEECH AIRCRAFT COMPANY","OWNER:CAPITAL AIRLINES LTD, P. O.BOX 49232,, NAIROBI., ","2006-12-31","EXPIRED"
"5Y-SJP","DOUGLAS DC6","53-3264","BOEING AIRPLANE COMPANY","OWNER:KATE FREIGHT & TRAVEL LTD.P. O. BOX 59280 NAIROBI.","1994-07-31","EXPIRED"
"5Y-SKS","DHC 6-300  TWIN OTTER","682","DE-HAVILLAND AIRCRAFT OF CANADA","TRANS SYSTEMS TRADE CO. LTD. & , SKYTRAILS LTD., P. O. BOX 7412, PANAMA CITY &, P. O. BOX 81443MOMBASA., ","2003-09-31","VALID"
"5Y-SKT","DHC6-300 TWIN OTTER","503","DE-HAVILLAND AIRCRAFT OF CANADA","TRANS SYSTEMS TRADE CO.INDUSTRY LEASING ACP. O. BOX 7412PANAMA CITY 5, PANAMA BODENERATER 328 ZURICH& SKYTRAILS LTD. P. O. BOX 81443MOMBASA.","2003-09-31","EXPIRED"
"5Y-SKY","PIPER PA.34-200T","34-8170024","PIPER AIRCRAFT COMPANY","ALI OMAR ALI ABDULREHMAN P.O. BOX 82175, MOMBASA. FINANCIER: DIAMOND TRUST BANK KENYA LTD. P. O. BOX 90564,MOMBASA. ","","EXPIRED"
"5Y-SLA","CESSNA 208 B 208BO","574","CESSNA AIRCRAFT COMPANY","OWNER: CESSNA FINANCE CORPORATION , 220 WEST DOUGLAS SUITE 300, WICHITA, K5667202-3106, USA, LESSEE: SAFARI LINK AVIATION LTD, P.O.BOX 41937, NAIROBI, ","2005-01-31","VALID"
"5Y-SLD","DHC-8-106","331","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER:BLUE BIRD AVIATION LTD. P.O BOX 523882 NAIROBI.LESSEE: SAFARILINK AVIATION. P.O.BOX 41937NAIROBI.","2006-12-31","VALID"
"5Y-SMB","BEECHCRAFT KINGAIR 200","BB-379","BEECH AIRCRAFT COMPANY","PHEONIX AVIATION LTD P.OB0X 49493NAIROBI","2008-03-31","EXPIRED"
"5Y-SMR","PIPER PA.31-350","31-8252001","PIPER AIRCRAFT COMPANY","TRANSWORLD SAFARIS LTD.P. O. BOX 44690NAIROBI","1989-12-31","EXPIRED"
"5Y-SNM","CESSNA 404","404-0055","CESSNA AIRCRAFT COMPANY","OWNER: IBIS AVIATION LTD P. O. BOX 47518, NAIROBI FINANCIER: EQUATORIAL COMMERCIAL BANK LTD.P. O. BOX 52457 NAIROBI.","1996-03-31","EXPIRED"
"5Y-SPK","CESSNA 208B","208B0243","CESSNA AIRCRAFT COMPANY","OWNER: SAMARITAN PUSE INC. P. O. BOX 300 BOONE, NC 28607, USA LESSEE: AIM AIRP. O. BOX 21171NAIROBI ","1997-12-31","EXPIRED"
"5Y-SRE","DHC-5 BUFFALO","09","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER:SKY RELIEF (K) LTD P.O BOX 41937 NAIROBI","2003-12-31","VALID"
"5Y-SRK","DHC –5 BUFFALLO","003","DE-HAVILLAND AIRCRAFT OF CANADA","SKY RELIEF (K) LTD,, P. O. BOX 41937,, NAIROBI., FINANCIER: KINGDOM BANK AFRICA LTD, P.O BOX 4507878GABORONE BOTSWANA , ","2005-05-31","EXPIRED"
"5Y-SRS","PARTENAVIA P68CTC","392-46TC","PARTENAVIA VIA CAVA CASORIA,NAPLES-ITALY.","DEPARTMENT OF RESOURCES SURVEYS & REMOTE SENSING, P. O. BOX 47146,, NAIROBI., ","1990-11-31","VALID"
"5Y-STA","MI-8MTB-1","MI-17-404M03","KAZAN HELICOPTERS","OWNER:KENYA POLICE AIRWINGP. O. BOX 30083 NAIROBI","2000-05-31","EXPIRED"
"5Y-STE","CESSNA A185","185-02351","CESSNA AIRCRAFT COMPANY","SAVE THE ELEPHANTS P.O BOX 54667NAIROBI","2004-08-31","VALID"
"5Y-STN","DHC-8-102","179","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER:ALS LTD, BOX 41937-00100, NAIROBI, FINANCIER: BARCLAYS BANK OF KENYA LTDBOX 46661-00200 NAIROBI KENYA, ","2006-09-31","VALID"
"5Y-STS","CESSNA 180 K","180-53077","CESSNA AIRCRAFT COMPANY","OWNER:ELECTRICAL SERVICES LTD., P. O. BOX 112,, NYERI., ","1996-10-31","VALID"
"5Y-SWA","PIPER PA.34-200","34-72590101","PIPER AIRCRAFT COMPANY","OWNER:SKYWAYS (K) LTD. P. O. BOX 93906 MOMBASA.","","EXPIRED"
"5Y-SWM","PIPER PA28-235","28-11191","PIPER AIRCRAFT COMPANY","OWNER:STUART WILLIAM MILLARP. O. BOX 41446 NAIROBI","1994-10-31","VALID"
"5Y-SXY","CESSNA 185A","185-0789","CESSNA AIRCRAFT COMPANY","OWNER:FRANCOMBE COLINP.O. BOX 1493NANYUKI","2007-04-31","VALID"
"5Y-TAD","PIPER PA.25-235","25-3746","PIPER AIRCRAFT COMPANY","AERIAL DROP SPRAY& DIAMOND TRUST OF KENYAP. O. BOX 294NAKURU.","1989-01-31","EXPIRED"
"5Y-TAH","CHEETAH 'F'","CH-058","FRIGATE AIR SERVICES PTY LIMITED","OWNER:MRS GAI CULLEN VERGINIA.P.O. BOX 21341-00505NAIROBI","2006-10-31","VALID"
"5Y-TAJ","BUFFALO DHC-5E","108","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER:TRIDENT ENTERPRISES LTD P. O. BOX 13051 NAIROBI.FINANCIER:EASTERN&SOUTHERN AFRICA TRADE &DEVELOPMENT BANKBOX 48596 NAIROBI","2005-07-31","EXPIRED"
"5Y-TAL","CESSNA 406","F406-0009","CESSNA AIRCRAFT COMPANY","OWNER: INTERNATIONAL NEDERLANDEN AVIATION LEASE B.V.KARSPELDREF 14,1101 CK AMSTERDAM & P.O. BOX 602 ST PETER PORT, GUERNSEYLESSEE: TRACKMARK LTD.& RELIEF AVIATION LTD. P.O. BOX 44007 NAIROBI.","1994-05-31","EXPIRED"
"5Y-TAV","CESSNA 208","208B0688","CESSNA AIRCRAFT COMPANY","OWNER: D & D AVIATION LTD A.V.V CMF INTERNATIONAL LTD C/O FIRST ANGUILLA TRUST COMPANY MITCHEL HOUSE P.O. BOX 174 THE VALLEY, ANGULLA, BRITISH WEST INDIES, LESSEE: AIRWORKS (K) LTD , P.O. BOX 27508-00506,NAIROBI, KENYA, ","2008-11-31","VALID"
"5Y-TBL","CESSNA 180","30842","CESSNA AIRCRAFT COMPANY","P N NEYLAN BOX 356NAIVASHA","1994-01-31","VALID"
"5Y-TBW","CESSNA 182","182-52925","CESSNA AIRCRAFT COMPANY","KIM ALEXANDER MCKENZIE, P O BOX 41979, NAIROBI, ","2002-02-31","VALID"
"5Y-TCA","HS748","1740","HAWKER SIDDLEY AVIATION LIMITED","OWNER:INTERNATOINAL AIRPORTS PTY LTD, 5A & 5B JUBELEE WARRIEWOOD, NSW 2102 AUSTRALIA, LESSEE: TRACKMARK LTD, P. O. BOX 44007, NAIROBI , ","2005-12-31","EXPIRED"
"5Y-TCL","CESSNA 180","30894","CESSNA AIRCRAFT COMPANY","LUCINDA JANE BATEMAN P. O. BOX 43747 NAIROBI.","1999-04-31","VALID"
"5Y-TCO","HS 748-2B","1772","BRITISH AEROSPACE PLC","OWER: DE .D AVIATION A.V.V BERGIESTRAAT 36 ORAN JESTAD ARUBATRACKMARK LTD P.O BOX 44007-00100 NAIROBI","2006-08-31","VALID"
"5Y-TEL","DHC-5","068","DE-HAVILLAND AIRCRAFT OF CANADA","TRIDENT ENTERPRISES LTD, P. O. BOX 13501-00800, , NAIROBI, ","2005-11-31","VALID"
"5Y-THS","BEECH KINGAIR 200","BB-643","BEECH AIRCRAFT COMPANY","OWNER; IMPERIAL BANK AND SUPERSTRIKE INVESTMENTS 29 (PTY) LTD, LESSEE: TRACKMARK LTD, P.O BOX 44007 00100NAIROBI, ","2007-02-31","VALID"
"5Y-TLC","CESSNA 208B
208B","0472","CESSNA AIRCRAFT COMPANY","OWNER: SOLENTA AVIATION (PTY) LTD, P. O. BOX 469 LANSERIA 1748.SA, LESSEE: AIRWORKS (K) LTD, P. O. BOX 27508 NAIROBI., ","2004-01-31","VALID"
"5Y-TMV","CESSNA 206","U206-03039","CESSNA AIRCRAFT COMPANY","OFFBEAT SAFARISP. O. BOX 56923NAIROBI.","1994-11-31","EXPIRED"
"5Y-TOY","MAGNI GYRO-M16T","16-05-3324","MAGNI GYRO ","OWNER: BRUCE ROSS FIELDP.O. BOX78201-00507NAIROBI","2006-06-31","VALID"
"5Y-TSL","CASA 212-200","193","","OWNER: AID & RELIEF AVIATION, SUITE 4312 LES CASCADES BUILDING, EDITH CAVELL STREET, PORT LOUIS, MAURITIUS, LESSEE: TURBINE SERVICES LTD, P O BOX 25149 NAIROBI, ","2001-06-31","VALID"
"5Y-TUK","LBL 310A","787","","TRANSWORLD SAFARIS (K) LTD, P O BOX 44690, NAIROBI, ","2001-08-31","VALID"
"5Y-TVB","CESSNA 208","B","CESSNA AIRCRAFT COMPANY","OWNER:TRACKMARK LTDP.O BOX 44007-00100NAIROBI","","EXPIRED"
"5Y-TVM","CESSNA 208B","0355","CESSNA AIRCRAFT COMPANY","RCT INTERNATIONALINC 4535W SAHARA AVENUE SUTE 100A LAS VEGAS NV89102 USALESSEE:TRACKMARK LTDP.O.BOX 44007NAIROBI","2004-08-31","VALID"
"5Y-TWH","CESSNA 208","208B0784","CESSNA AIRCRAFT COMPANY","OWNER: AEROLITE INVESTMENT LTD P. O. BOX 344, OSPREY HOUSE 5 OLD STREET, ST. HELIER JERSEY JE 3RE CHANNEL ISLAND LESSEE: TRANSWORLD SAFARIS (K) LTD P. O. BOX 44690NAIROBI ","2000-02-31","EXPIRED"
"5Y-TWI","CESSNA 208","208B-0606","CESSNA AIRCRAFT COMPANY","TRANSWORLD SAFARIS (K) LTD P. O. BOX 44690NAIROBI","2001-05-31","EXPIRED"
"5Y-UAS","LET 410 UVP-E9","841324","LET A.S.KUNOVICE","OWNER: OMNIPOL LTD NEKAZANKA 11, 11221 PRAHA 1, CZECK REPUBLIC. LESSEE: UNITED AIRLINESP. O. BOX 53521,NAIROBI. ","","EXPIRED"
"5Y-UBD","AUSTER J5R","3135","","OWNER:ROLLO MALCO GREEN P. O. BOX 40078NAIROBI.","","EXPIRED"
"5Y-UKW","MI-8MTB-","MI-17","JSC KAZAN HELICOPTER PLANT","OWNER:KENYA POLICE AIRWINGP O BOX 30083 NAIROBI","1999-07-31","VALID"
"5Y-UTD","CESSNA 402B","504","CESSNA AIRCRAFT COMPANY","GENERAL LEASING SERVICES, P. O. BOX 41937,, NAIROBI., ","1993-05-31","VALID"
"5Y-UVP","LET 410 UVP-E9","912627","LET A.S.KUNOVICE","OWNER: INTER OCEAN FINANCE CORPORATION, 2ND FLOOR, BARKLY WHARF LA CAUDAN WATER FRONT, PORT LOUIS, MAURITIUS, OPERATOR: MALINDI AIR SERVICES LTD/MOMBASA AIR SAFARI, P. O. BOX 93961MOMBASA, ","1999-07-31","VALID"
